# Dominican republic Mencia pasture succession and Aceitillar morphometic data,,,,,,,,
"# Original file ""Mencia body cond site pers indivs.xls"" was received from Steve Latta via meail and saved as a workding  .csv file on 2/5/2018.
",,,,,,,,
"# Original .xls file password proteted; password = ""final""  all lower case",,,,,,,,
"# This file only contains wing and mass data for ""site persistent"" individuals as scored by SL latta",,,,,,,,
"# See  file ""All Mencia B.xls"" for SL's original site persistence data (capture histories in wide formake",,,,,,,,
# Files processed by Nathan Brouwer in R for re-submission of manuscript 2/5/2018,,,,,,,,
# Note that morphometic data occurs in other spreadsheets but usually not all years are available; this also include Mencia AND Aceitillliar,,,,,,,,
spp.code,age,sex,site,date.cap.org,wing,tarsus,mass,site.age
YFGR,AHY,M,Morelia,20-Nov-05,48.5,16.2,8.5,10yr
YFGR,AHY,M,Morelia,12-Feb-05,50,15.8,8.3,10yr
YFGR,HY,M,Morelia,14-Feb-05,51.5,16.5,8.7,10yr
YFGR,AHY,M,Morelia,13-Feb-05,51,16.4,8.7,10yr
YFGR,,M,Morelia,17-Nov-04,51.5,16.2,8.6,10yr
YFGR,HY,M,Morelia,19-Feb-06,50,14.5,7.7,10yr
YFGR,HY,M,Morelia,13-Feb-05,49,16.1,8.6,10yr
YFGR,AHY,M,Morelia,23-Feb-07,47.5,16.1,8.6,10yr
YFGR,AHY,M,Morelia,19-Nov-04,49.5,16,8.6,10yr
YFGR,HY,M,Morelia,13-Jan-05,50,16.5,9,10yr
YFGR,AHY,M,Morelia,25-Feb-07,51,16.5,9,10yr
YFGR,HY,M,Morelia,15-Jan-05,51.5,16.2,8.9,10yr
YFGR,AHY,M,Morelia,17-Nov-04,50,15.7,8.7,10yr
YFGR,HY,M,Morelia,13-Feb-05,51,15.7,8.7,10yr
YFGR,AHY,M,Morelia,21-Nov-03,49,16.4,9.1,10yr
YFGR,AHY,M,Morelia,17-Jan-07,50,15.6,8.7,10yr
YFGR,HY,M,Morelia,1-Dec-06,51,15.5,8.7,10yr
YFGR,HY,M,Morelia,13-Feb-05,49.5,16,9,10yr
YFGR,AHY,M,Morelia,18-Feb-06,51.5,16,9,10yr
YFGR,HY,M,Morelia,17-Nov-04,51.5,16.3,9.2,10yr
YFGR,HY,M,Morelia,22-Nov-03,47.5,15.3,9.5,10yr
YFGR,HY,,Morelia,18-Nov-04,48.5,17.2,8.4,10yr
YFGR,HY,,Morelia,8-Jan-04,47.5,15.5,7.6,10yr
YFGR,HY,,Morelia,15-Feb-05,47,16.6,8.2,10yr
YFGR,HY,,Morelia,18-Nov-04,50.5,16.5,8.3,10yr
YFGR,HY,,Morelia,13-Jan-05,47,16.1,8.3,10yr
YFGR,HY,,Morelia,13-Jan-05,48.5,15.8,8.5,10yr
YFGR,HY,,Morelia,17-Jan-05,48,16.5,8.9,10yr
YFGR,HY,,Morelia,28-Nov-06,46,15.3,8.3,10yr
YFGR,HY,,Morelia,13-Jan-05,48.5,15.5,8.7,10yr
YFGR,HY,,Morelia,13-Jan-05,48.5,15.1,8.5,10yr
YFGR,HY,F,Corral,1-Mar-07,46.5,15.7,7.3,20yr
YFGR,AHY,F,Corral,20-Jan-07,48.5,16.3,7.8,20yr
YFGR,AHY,F,Corral,18-Feb-05,47.5,15.5,7.5,20yr
YFGR,AHY,F,Corral,23-Nov-04,47.5,16.1,8,20yr
YFGR,AHY,F,Corral,24-Nov-04,49,16.6,8.4,20yr
YFGR,HY,F,Corral,1-Mar-07,48,16.2,8.2,20yr
YFGR,HY,F,Corral,23-Jan-07,48.5,16.3,8.3,20yr
YFGR,HY,F,Corral,24-Nov-05,46,16,8.3,20yr
YFGR,AHY,F,Corral,20-Jan-07,48,15.7,8.2,20yr
YFGR,HY,F,Corral,23-Nov-04,47,15.5,8.1,20yr
YFGR,HY,F,Corral,12-Nov-03,47.5,15.9,8.4,20yr
YFGR,AHY,F,Corral,27-Feb-07,49,16.6,8.8,20yr
YFGR,AHY,F,Corral,18-Feb-05,48,16,8.7,20yr
YFGR,HY,F,Corral,20-Feb-05,47,15.3,8.5,20yr
YFGR,HY,F,Corral,5-Dec-06,48.5,15.6,8.9,20yr
YFGR,HY,F,Corral,2-Dec-06,48,16,9.6,20yr
YFGR,AHY,F,Corral,23-Nov-04,48,15.2,9.9,20yr
YFGR,HY,F,Corral,5-Dec-06,48.5,14.8,10.5,20yr
YFGR,HY,F,Corral,12-Nov-03,48,15.5,12,20yr
YFGR,HY,M,Corral,23-Nov-04,49,15.4,6.9,20yr
YFGR,AHY,M,Corral,1-Mar-07,48,16.2,7.8,20yr
YFGR,AHY,M,Corral,22-Jan-06,50,16.6,8.1,20yr
YFGR,HY,M,Corral,23-Jan-07,46,16.1,8,20yr
YFGR,HY,M,Corral,13-Nov-03,49,16.3,8.2,20yr
YFGR,HY,M,Corral,19-Jan-05,50.5,17,8.6,20yr
YFGR,HY,M,Corral,23-Nov-05,50,15.6,7.9,20yr
YFGR,AHY,M,Corral,23-Feb-06,50.5,15.9,8.1,20yr
YFGR,AHY,M,Corral,23-Jan-07,50,16.1,8.5,20yr
YFGR,HY,M,Corral,24-Jan-07,48.5,16.6,8.9,20yr
YFGR,AHY,M,Corral,6-Dec-06,49,15.9,8.6,20yr
YFGR,AHY,M,Corral,19-Jan-05,50,15.8,8.6,20yr
YFGR,AHY,M,Corral,19-Jan-05,50,15.2,8.3,20yr
YFGR,AHY,M,Corral,13-Nov-03,53,16.6,9.1,20yr
YFGR,HY,M,Corral,11-Jan-04,49.5,16.1,8.9,20yr
YFGR,HY,M,Corral,16-Feb-05,50,16,8.9,20yr
YFGR,HY,M,Corral,3-Dec-06,49,16.4,9.2,20yr
YFGR,AHY,M,Corral,23-Nov-04,50,16,9,20yr
YFGR,AHY,M,Corral,23-Jan-07,50,15.9,9,20yr
YFGR,HY,M,Corral,17-Feb-05,51.5,16.6,9.5,20yr
YFGR,AHY,M,Corral,12-Nov-03,50,15.9,9.1,20yr
YFGR,HY,M,Corral,23-Dec-05,49,16,9.3,20yr
YFGR,AHY,M,Corral,12-Nov-03,49.5,16.3,9.6,20yr
YFGR,HY,M,Corral,23-Jan-06,50,15.7,9.3,20yr
YFGR,HY,M,Corral,21-Nov-04,52,16,9.5,20yr
YFGR,HY,M,Corral,21-Nov-04,51,15.7,9.4,20yr
YFGR,AHY,M,Corral,23-Nov-04,50.5,15.8,9.5,20yr
YFGR,AHY,M,Corral,4-Dec-06,50.5,17.1,10.3,20yr
YFGR,AHY,M,Corral,23-Nov-04,52,16.8,10.3,20yr
YFGR,HY,M,Corral,24-Nov-05,49.5,16.2,10.1,20yr
YFGR,HY,,Corral,24-Nov-04,48,15.8,8,20yr
YFGR,HY,,Corral,24-Jan-07,46.5,16.1,8.9,20yr
YFGR,HY,,Corral,4-Dec-06,47,15,9.3,20yr
YFGR,HY,F,Cueva,8-Nov-04,50.5,16.4,7.7,2yr
YFGR,AHY,F,Cueva,7-Feb-05,46.5,14.8,7.2,2yr
YFGR,AHY,F,Cueva,11-Dec-05,47,16.2,7.9,2yr
YFGR,HY,F,Cueva,15-Feb-07,47.5,15.7,7.7,2yr
YFGR,AHY,F,Cueva,11-Dec-05,47.5,15.5,7.8,2yr
YFGR,AHY,F,Cueva,8-Nov-03,49,16,8.1,2yr
YFGR,AHY,F,Cueva,8-Nov-03,47,15.8,8,2yr
YFGR,HY,F,Cueva,9-Nov-04,49,15.8,8,2yr
YFGR,HY,F,Cueva,7-Feb-05,47.5,15.4,7.8,2yr
YFGR,AHY,F,Cueva,12-Jan-06,48,15.4,7.8,2yr
YFGR,AHY,F,Cueva,8-Nov-03,49.5,16.8,8.6,2yr
YFGR,HY,F,Cueva,9-Nov-04,48.5,16.4,8.4,2yr
YFGR,AHY,F,Cueva,9-Nov-03,48,16,8.2,2yr
YFGR,HY,F,Cueva,9-Nov-04,49,15.1,7.8,2yr
YFGR,HY,F,Cueva,9-Nov-03,48,15.8,8.2,2yr
YFGR,AHY,F,Cueva,11-Jan-06,48.5,15.2,8,2yr
YFGR,AHY,F,Cueva,8-Nov-03,49.5,16,8.5,2yr
YFGR,HY,F,Cueva,10-Nov-05,49,15.4,8.2,2yr
YFGR,AHY,F,Cueva,4-Feb-05,49.5,15.2,8.1,2yr
YFGR,HY,F,Cueva,9-Nov-04,47.5,15.8,8.5,2yr
YFGR,HY,F,Cueva,10-Nov-04,49,16.5,8.9,2yr
YFGR,HY,F,Cueva,10-Jan-07,50,16.1,8.7,2yr
YFGR,AHY,F,Cueva,8-Nov-03,48.5,16.8,9.1,2yr
YFGR,HY,F,Cueva,4-Jan-05,49.5,15.3,8.3,2yr
YFGR,HY,F,Cueva,8-Nov-03,47.5,15,8.2,2yr
YFGR,HY,F,Cueva,9-Nov-03,50.5,17.2,9.5,2yr
YFGR,AHY,F,Cueva,8-Nov-03,47,15.8,8.8,2yr
YFGR,HY,F,Cueva,20-Nov-06,48,16.8,9.4,2yr
YFGR,HY,F,Cueva,11-Jan-06,48.5,15.6,8.8,2yr
YFGR,AHY,F,Cueva,9-Nov-03,47.5,15.7,8.9,2yr
YFGR,AHY,F,Cueva,4-Feb-05,51.5,15.7,8.9,2yr
YFGR,HY,F,Cueva,17-Feb-07,41.5,15.4,8.8,2yr
YFGR,AHY,F,Cueva,8-Nov-03,47.5,16.2,9.3,2yr
YFGR,HY,F,Cueva,9-Nov-03,46.5,15.8,9.1,2yr
YFGR,HY,F,Cueva,12-Nov-05,49,15.2,9.2,2yr
YFGR,HY,F,Cueva,20-Nov-06,46.5,15.8,9.7,2yr
YFGR,AHY,F,Cueva,8-Nov-04,49,15.7,9.7,2yr
YFGR,AHY,M,Caoba,9-Feb-05,48.5,15.8,7.5,5yr
YFGR,HY,M,Caoba,9-Feb-05,49,16.2,7.9,5yr
YFGR,AHY,M,Caoba,13-Nov-04,50.5,16.8,8.5,5yr
YFGR,HY,M,Caoba,8-Jan-05,49,15.7,8,5yr
YFGR,AHY,M,Caoba,9-Feb-05,48,16.2,8.3,5yr
YFGR,HY,M,Caoba,12-Feb-05,49.5,16,8.2,5yr
YFGR,AHY,M,Caoba,17-Feb-06,48,15.2,7.8,5yr
YFGR,AHY,M,Caoba,9-Feb-05,48,15.9,8.2,5yr
YFGR,AHY,M,Caoba,10-Feb-05,49.5,15.8,8.2,5yr
YFGR,HY,M,Caoba,9-Feb-05,49.5,15.6,8.1,5yr
YFGR,AHY,M,Caoba,15-Nov-05,49.5,16.4,8.6,5yr
YFGR,AHY,M,Caoba,16-Nov-04,49,16,8.4,5yr
YFGR,HY,M,Caoba,17-Feb-06,48,15.8,8.3,5yr
YFGR,HY,M,Caoba,9-Jan-05,50,15.4,8.1,5yr
YFGR,HY,M,Caoba,11-Nov-03,49.5,16.9,8.9,5yr
YFGR,AHY,M,Caoba,17-Feb-06,50,15.7,8.3,5yr
YFGR,AHY,M,Caoba,11-Jan-05,50.5,16.6,8.8,5yr
YFGR,AHY,M,Caoba,8-Feb-05,50,15.8,8.4,5yr
YFGR,HY,M,Caoba,6-Jan-04,50,16.3,8.7,5yr
YFGR,HY,M,Caoba,5-Jan-04,48,16.1,8.6,5yr
YFGR,AHY,M,Caoba,12-Nov-03,49,15.9,8.5,5yr
YFGR,AHY,M,Caoba,15-Nov-04,48.5,15.9,8.5,5yr
YFGR,HY,M,Caoba,11-Nov-03,49.5,16.4,8.8,5yr
YFGR,HY,M,Caoba,9-Feb-05,50,17.3,9.3,5yr
YFGR,AHY,M,Caoba,15-Nov-04,50,16.4,8.9,5yr
YFGR,AHY,M,Caoba,17-Feb-06,50.5,16.4,8.9,5yr
YFGR,HY,M,Caoba,27-Nov-06,51,16.4,8.9,5yr
YFGR,HY,M,Caoba,14-Jan-07,48.5,16.4,8.9,5yr
YFGR,HY,M,Caoba,14-Nov-05,49.5,16,8.7,5yr
YFGR,AHY,M,Caoba,12-Jan-05,48.5,15.8,8.6,5yr
YFGR,HY,M,Caoba,10-Nov-03,49,16.1,8.8,5yr
YFGR,HY,M,Caoba,11-Feb-05,49,15.5,8.5,5yr
YFGR,AHY,M,Caoba,8-Jan-05,50,15.8,8.7,5yr
YFGR,HY,M,Caoba,21-Feb-07,50.5,15.8,8.7,5yr
YFGR,HY,M,Caoba,12-Nov-04,49,16.4,9.1,5yr
YFGR,HY,M,Caoba,10-Nov-03,51,16.2,9,5yr
YFGR,AHY,M,Caoba,11-Nov-03,50.5,16.9,9.4,5yr
YFGR,AHY,M,Caoba,12-Nov-03,51,15.4,8.6,5yr
YFGR,HY,M,Caoba,15-Nov-04,48,15.7,8.8,5yr
YFGR,AHY,M,Caoba,15-Nov-04,51,16.2,9.1,5yr
YFGR,AHY,M,Caoba,13-Nov-04,51,16.8,9.5,5yr
YFGR,HY,M,Caoba,11-Nov-03,47.5,15.2,8.6,5yr
YFGR,AHY,M,Caoba,13-Nov-04,50.5,15.9,9.1,5yr
YFGR,AHY,M,Caoba,15-Dec-05,48.5,16.2,9.3,5yr
YFGR,HY,M,Caoba,26-Nov-06,48,15.5,8.9,5yr
YFGR,AHY,M,Caoba,17-Dec-05,49.5,16.3,9.4,5yr
YFGR,HY,M,Caoba,12-Nov-03,52,15.8,9.2,5yr
YFGR,HY,M,Caoba,11-Feb-05,49.5,15.1,8.8,5yr
YFGR,AHY,M,Caoba,10-Nov-03,49,15.7,9.2,5yr
YFGR,AHY,M,Caoba,14-Nov-04,51,16.4,9.7,5yr
YFGR,AHY,M,Caoba,18-Feb-07,48.5,15.8,9.4,5yr
YFGR,AHY,M,Caoba,13-Nov-04,48.5,15.4,9.4,5yr
YFGR,AHY,M,Caoba,10-Feb-05,51,15.4,9.6,5yr
YFGR,AHY,M,Caoba,11-Nov-03,49.5,15.7,9.9,5yr
YFGR,HY,M,Caoba,10-Nov-03,46,15.9,10.5,5yr
YFGR,HY,M,Cueva,8-Nov-04,50,16.3,7.7,2yr
YFGR,HY,M,Cueva,13-Dec-05,49,16.8,8,2yr
YFGR,AHY,M,Cueva,7-Feb-05,50,16,7.7,2yr
YFGR,HY,M,Cueva,10-Nov-04,49,16.3,8,2yr
YFGR,HY,M,Cueva,7-Feb-05,50,16.5,8.1,2yr
YFGR,HY,M,Cueva,8-Feb-05,48,16.4,8.1,2yr
YFGR,HY,M,Cueva,6-Feb-05,48.5,16.5,8.2,2yr
YFGR,AHY,M,Cueva,12-Jan-06,48,15.8,7.9,2yr
YFGR,AHY,M,Cueva,11-Feb-06,49,15.6,7.8,2yr
YFGR,AHY,M,Cueva,12-Feb-06,49,16.4,8.2,2yr
YFGR,AHY,M,Cueva,17-Feb-07,52,16.4,8.2,2yr
YFGR,AHY,M,Cueva,10-Nov-04,51,16.5,8.3,2yr
YFGR,HY,M,Cueva,11-Dec-05,48.5,16.5,8.3,2yr
YFGR,HY,M,Cueva,8-Feb-05,48,16.8,8.5,2yr
YFGR,AHY,M,Cueva,17-Feb-07,50,16.6,8.4,2yr
YFGR,HY,M,Cueva,8-Feb-05,49,15.4,7.8,2yr
YFGR,HY,M,Cueva,11-Nov-04,48.5,16.2,8.3,2yr
YFGR,HY,M,Cueva,10-Jan-07,51,16.9,8.7,2yr
YFGR,AHY,M,Cueva,9-Nov-04,50.5,16.1,8.3,2yr
YFGR,HY,M,Cueva,10-Nov-04,49.5,15.9,8.2,2yr
YFGR,HY,M,Cueva,10-Nov-04,50.5,16.4,8.5,2yr
YFGR,HY,M,Cueva,13-Dec-05,48,15.6,8.1,2yr
YFGR,HY,M,Cueva,9-Nov-03,48,16.5,8.6,2yr
YFGR,HY,M,Cueva,4-Jan-05,47,15.7,8.2,2yr
YFGR,AHY,M,Cueva,11-Dec-05,51,14.5,7.6,2yr
YFGR,HY,M,Cueva,12-Nov-04,49.5,16.4,8.6,2yr
YFGR,AHY,M,Cueva,9-Nov-03,49.5,16.2,8.5,2yr
YFGR,AHY,M,Cueva,9-Nov-03,51,16,8.4,2yr
YFGR,AHY,M,Cueva,9-Nov-03,50.5,16.3,8.6,2yr
YFGR,HY,M,Cueva,23-Nov-06,50,16.3,8.6,2yr
YFGR,HY,M,Cueva,7-Feb-05,49,16.1,8.5,2yr
YFGR,HY,M,Cueva,23-Nov-06,50.5,15.7,8.3,2yr
YFGR,AHY,M,Cueva,9-Nov-04,50,16.4,8.7,2yr
YFGR,HY,M,Cueva,9-Jan-07,48,16.4,8.7,2yr
YFGR,HY,M,Cueva,7-Jan-05,50,16.2,8.6,2yr
YFGR,HY,M,Cueva,11-Nov-05,50,16.5,8.8,2yr
YFGR,HY,M,Cueva,8-Feb-05,47,15.3,8.2,2yr
YFGR,HY,M,Cueva,8-Jan-07,49.5,15.3,8.2,2yr
YFGR,HY,M,Cueva,13-Dec-05,48.5,16.2,8.7,2yr
YFGR,HY,M,Cueva,9-Nov-04,49.1,16,8.6,2yr
YFGR,AHY,M,Cueva,8-Nov-04,50.5,15.8,8.5,2yr
YFGR,AHY,M,Cueva,8-Nov-03,48,16.7,9,2yr
YFGR,AHY,M,Cueva,8-Nov-03,48.5,16.5,8.9,2yr
YFGR,AHY,M,Cueva,11-Feb-06,49.5,15.7,8.5,2yr
YFGR,HY,M,Cueva,16-Feb-07,51.5,16.4,8.9,2yr
YFGR,HY,M,Cueva,10-Nov-03,48,15.8,8.6,2yr
YFGR,HY,M,Cueva,5-Jan-05,49.5,15.8,8.6,2yr
YFGR,HY,M,Cueva,10-Nov-05,48,15.8,8.6,2yr
YFGR,HY,M,Cueva,20-Nov-06,49,15.8,8.6,2yr
YFGR,AHY,M,Cueva,6-Jan-05,48.5,15.6,8.5,2yr
YFGR,HY,M,Cueva,7-Feb-05,47.5,16.1,8.8,2yr
YFGR,HY,M,Cueva,3-Feb-05,48.5,15.7,8.6,2yr
YFGR,HY,M,Cueva,21-Nov-06,51,15.7,8.6,2yr
YFGR,AHY,M,Cueva,9-Nov-03,50.5,16.5,9.1,2yr
YFGR,AHY,M,Cueva,9-Nov-03,48.5,16.5,9.1,2yr
YFGR,HY,M,Cueva,22-Nov-06,50.5,16.1,8.9,2yr
YFGR,AHY,M,Cueva,15-Feb-07,49.5,16.1,8.9,2yr
YFGR,AHY,M,Cueva,8-Nov-03,49,16,8.9,2yr
YFGR,AHY,M,Cueva,9-Nov-03,52,16.7,9.3,2yr
YFGR,HY,M,Cueva,9-Nov-03,46.5,16.3,9.1,2yr
YFGR,AHY,M,Cueva,8-Nov-03,49,16.6,9.3,2yr
YFGR,AHY,M,Cueva,3-Feb-05,50.5,16.2,9.1,2yr
YFGR,HY,M,Cueva,22-Nov-06,50,15.4,8.7,2yr
YFGR,AHY,M,Cueva,8-Nov-03,50,15.4,8.8,2yr
YFGR,AHY,M,Cueva,9-Nov-03,50.5,15.2,8.7,2yr
YFGR,HY,M,Cueva,10-Nov-03,49,15.7,9,2yr
YFGR,AHY,M,Cueva,12-Feb-06,51,16.1,9.3,2yr
YFGR,HY,M,Cueva,3-Jan-04,51,16.4,9.5,2yr
YFGR,AHY,M,Cueva,10-Nov-03,50.5,16.7,9.7,2yr
YFGR,HY,M,Cueva,9-Nov-03,46,15.6,9.1,2yr
YFGR,AHY,M,Cueva,14-Feb-07,49,16.1,9.4,2yr
YFGR,HY,M,Cueva,10-Nov-04,50,15.9,9.3,2yr
YFGR,AHY,M,Cueva,5-Jan-05,51,16.4,9.6,2yr
YFGR,HY,M,Cueva,9-Nov-04,49.5,16.7,9.8,2yr
YFGR,HY,M,Cueva,23-Nov-06,50,16.2,9.7,2yr
YFGR,AHY,M,Cueva,11-Feb-06,49.5,15.5,9.3,2yr
YFGR,AHY,M,Cueva,14-Feb-07,47.5,15.5,9.3,2yr
YFGR,AHY,M,Cueva,6-Feb-05,51,16.7,10.1,2yr
YFGR,AHY,M,Cueva,14-Feb-07,49,15.7,9.5,2yr
YFGR,AHY,M,Cueva,9-Nov-04,49.5,15.3,9.4,2yr
YFGR,HY,,Cueva,10-Jan-06,48,15.4,6.8,2yr
YFGR,AHY,,Cueva,11-Dec-05,51,16,7.4,2yr
YFGR,HY,,Cueva,6-Jan-05,48,16,7.5,2yr
YFGR,HY,,Cueva,4-Jan-05,48,16,7.6,2yr
YFGR,HY,,Cueva,8-Jan-05,46.5,14.8,7.1,2yr
YFGR,HY,,Cueva,4-Jan-05,49,17,8.3,2yr
YFGR,HY,,Cueva,9-Nov-04,47,16,7.9,2yr
YFGR,HY,,Cueva,5-Jan-05,48,16,7.9,2yr
YFGR,HY,,Cueva,10-Nov-04,47,16.1,8,2yr
YFGR,HY,,Cueva,12-Nov-04,48.5,16.1,8.1,2yr
YFGR,HY,,Cueva,11-Nov-05,47.5,15.9,8.1,2yr
YFGR,HY,,Cueva,5-Jan-05,49,16.2,8.3,2yr
YFGR,HY,,Cueva,13-Nov-05,49.5,16.5,8.6,2yr
YFGR,HY,,Cueva,4-Feb-05,49.5,15.6,8.2,2yr
YFGR,HY,,Cueva,6-Jan-05,49,16.3,8.6,2yr
YFGR,HY,,Cueva,8-Jan-05,48,15.7,8.3,2yr
YFGR,HY,,Cueva,13-Dec-05,43,15.7,8.3,2yr
YFGR,HY,,Cueva,8-Jan-05,51,16.4,8.7,2yr
YFGR,HY,,Cueva,8-Jan-05,50,15.3,8.2,2yr
YFGR,HY,,Cueva,5-Feb-05,46,15.6,8.5,2yr
YFGR,AHY,,Cueva,8-Nov-03,47,16.1,8.8,2yr
YFGR,HY,,Cueva,11-Nov-05,49,16.7,9.2,2yr
YFGR,HY,,Cueva,12-Nov-05,48.5,16,9,2yr
YFGR,HY,F,Caoba,17-Dec-05,47,16.4,7.7,5yr
YFGR,AHY,F,Caoba,12-Feb-05,48.5,16.4,8.2,5yr
YFGR,AHY,F,Caoba,10-Feb-05,49,16.7,8.4,5yr
YFGR,AHY,F,Caoba,10-Feb-05,48,16.4,8.3,5yr
YFGR,HY,F,Caoba,14-Jan-07,47,15.3,7.8,5yr
YFGR,HY,F,Caoba,11-Feb-05,47,16.5,8.5,5yr
YFGR,AHY,F,Caoba,17-Feb-06,48,15.2,7.9,5yr
YFGR,HY,F,Caoba,27-Nov-06,48,16.4,8.6,5yr
YFGR,AHY,F,Caoba,20-Feb-07,48.5,16.4,8.7,5yr
YFGR,HY,F,Caoba,8-Nov-03,47,15.2,8.1,5yr
YFGR,HY,F,Caoba,12-Nov-03,48,14.8,7.9,5yr
YFGR,HY,F,Caoba,15-Nov-04,47.5,16.1,8.6,5yr
YFGR,AHY,F,Caoba,10-Nov-03,47,15.3,8.2,5yr
YFGR,HY,F,Caoba,11-Nov-03,49.5,16.3,8.8,5yr
YFGR,HY,F,Caoba,12-Jan-07,48,15.6,8.6,5yr
YFGR,HY,F,Caoba,21-Feb-07,48.5,15.7,8.8,5yr
YFGR,AHY,F,Caoba,11-Nov-03,50,16.2,9.1,5yr
YFGR,AHY,F,Caoba,26-Nov-06,49,15.6,9.2,5yr
YFGR,HY,F,Caoba,14-Nov-04,49.5,15.7,9.3,5yr
YFGR,AHY,F,Caoba,11-Nov-03,47.5,16.7,9.9,5yr
YFGR,HY,F,Caoba,11-Nov-03,52,16.2,9.8,5yr
YFGR,HY,F,Caoba,27-Nov-06,49,16.4,10,5yr
YFGR,HY,F,Caoba,11-Nov-03,46.5,14.7,9.1,5yr
YFGR,AHY,F,Caoba,15-Nov-04,47.5,16,10.1,5yr
YFGR,HY,,Caoba,13-Nov-04,52,15.9,7.2,5yr
YFGR,HY,,Caoba,11-Jan-05,54.5,15.8,7.5,5yr
YFGR,HY,,Caoba,9-Jan-05,46.5,15.9,7.6,5yr
YFGR,HY,,Caoba,14-Nov-05,49,16.5,8,5yr
YFGR,HY,,Caoba,14-Nov-05,49.5,15.5,7.7,5yr
YFGR,,,Caoba,6-Jan-04,48,16.2,8.1,5yr
YFGR,HY,,Caoba,9-Jan-05,48,15.7,8.1,5yr
YFGR,AHY,,Caoba,12-Jan-07,53.5,15.4,8,5yr
YFGR,HY,,Caoba,11-Jan-05,49,16.7,8.7,5yr
YFGR,HY,,Caoba,12-Jan-05,48.5,16.3,8.5,5yr
YFGR,HY,,Caoba,11-Jan-05,49,16,8.5,5yr
YFGR,HY,,Caoba,18-Dec-05,49.5,16.1,8.6,5yr
YFGR,HY,,Caoba,10-Jan-05,46.5,16.1,8.7,5yr
YFGR,AHY,,Caoba,15-Nov-04,49,15.3,8.5,5yr
